name	genename	timepoint	switch	pvalueSwitch	experiment	FCdown	FCup
cwf19l2	ENSDART00000167722.3	5.5	down	0.0386400770662949	MZspg		
glyr1	ENSDART00000167741.2	5	up	0.0138773829527424	MZspg		
fbn2b	ENSDART00000167748.2	5.5	up	0.0298302029429913	MZspg		
zgc:171435	ENSDART00000167758.2	5	down	0.0334382861081973	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf	
mybbp1a	ENSDART00000167793.2	5	up	0.00728596935004666	MZspg		
CU570769.1	ENSDART00000167802.2	3	up	0.0123137501085152	MZspg		5.5hpf 6.0hpf
zgc:154054	ENSDART00000167810.3	4.5	down	0.00302726737748649	MZspg	5.5hpf 6.0hpf	
rabgap1	ENSDART00000167821.3	3.5	down	1.38196220379472e-05	MZspg		
srsf11	ENSDART00000167826.2	4.5	up	0.0329638153909503	MZspg		3.5hpf 4.0hpf 4.0hpf 4.5hpf 5.0hpf
tmc6b	ENSDART00000167828.3	3	down	0.0676687469029589	MZspg		
tmem56a	ENSDART00000167837.2	5	down	0.0094539334215672	MZspg	6.0hpf	
actr8	ENSDART00000167839.2	5	down	0.0552096691454262	MZspg	2.5hpf	
mafk	ENSDART00000167844.2	2.5	up	0.0841008034523714	MZspg		
eef1a1l1	ENSDART00000167847.2	5	up	0.0299131728416002	MZspg		
CU856344.1	ENSDART00000167851.2	4.5	up	0.00303145276013927	MZspg	2.5hpf 3.0hpf	
scn5lab	ENSDART00000167854.2	4.5	down	0.00109488952657466	MZspg	4.5hpf 5.0hpf 5.5hpf 6.0hpf	
got1	ENSDART00000167859.2	5	down	0.118892357449716	MZspg		
gap43	ENSDART00000167860.2	5.5	up	0.0446224322016032	MZspg	2.5hpf 3.0hpf 4.0hpf 5.0hpf 6.0hpf	
snapc3	ENSDART00000167875.2	2.5	up	0.0729658344894037	MZspg		
polm	ENSDART00000167878.2	4.5	down	0.00252847447858895	MZspg		
cdh1	ENSDART00000167882.2	2.5	down	0.0985846446722519	MZspg	6.0hpf 6.0hpf	
CR388184.1	ENSDART00000167891.2	4	down	0.000996177043730895	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf	
zgc:193711	ENSDART00000167892.3	4.5	down	0.00571953116742541	MZspg		
KCTD15	ENSDART00000167894.2	5	up	0.0165902386799395	MZspg	5.0hpf 5.5hpf 6.0hpf	
cog1	ENSDART00000167896.3	4	down	0.0149643585190062	MZspg		
CABZ01080702.1	ENSDART00000167903.2	4.5	up	0.0303980511427906	MZspg		
ano1	ENSDART00000167905.2	4	down	0.00680020013064897	MZspg		6.0hpf
gata6	ENSDART00000167906.2	5	up	0.0117560594127445	MZspg		4.5hpf 4.5hpf 4.5hpf 5.0hpf 5.0hpf 5.5hpf 5.5hpf 6.0hpf 6.0hpf
CU570769.2	ENSDART00000167910.2	3	up	0.0529701280026613	MZspg	4.0hpf 4.5hpf 5.0hpf	
fnip1	ENSDART00000167914.2	5	up	0.000836837619921482	MZspg	2.5hpf 3.0hpf 5.0hpf 5.5hpf 6.0hpf	
xrcc5	ENSDART00000167922.2	5	up	0.0179718194056573	MZspg		
p4hb	ENSDART00000167937.2	3	up	0.0413896020994794	MZspg		
CABZ01081730.1	ENSDART00000167939.2	4.5	up	0.0376698940710448	MZspg	3.0hpf	
CU179702.2	ENSDART00000167945.2	2.5	up	0.0759162109666083	MZspg		
CABZ01079480.1	ENSDART00000167947.2	4	up	0.00735725406334098	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
CR450780.2	ENSDART00000167958.2	5	up	0.0157453765630559	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
spink2.1	ENSDART00000167966.2	4.5	down	0.026294821455526	MZspg		
CABZ01079241.1	ENSDART00000167969.2	5	up	0.009618706979309	MZspg		
znf1184	ENSDART00000167970.2	2.5	up	0.0783072814463036	MZspg		
ostc	ENSDART00000167980.2	4	up	0.0492334665655323	MZspg		
rnf170	ENSDART00000167982.2	5	up	0.0161052186034087	MZspg		
hadhb	ENSDART00000167986.3	4.5	down	0.00376899996389601	MZspg		
ftr67	ENSDART00000167987.2	4	down	0.00611366578170314	MZspg		4.5hpf 5.0hpf 5.5hpf 6.0hpf
mapre2	ENSDART00000167990.2	4.5	up	0.000502066235206655	MZspg		
zgc:174288	ENSDART00000167993.2	5	up	0.0341981181827901	MZspg		
stox2b	ENSDART00000167994.2	5	up	0.00496383682520019	MZspg	3.5hpf 4.0hpf	4.5hpf 5.0hpf 5.5hpf
mcf2l2	ENSDART00000168001.2	3.5	up	0.119343660304297	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
tmprss4a	ENSDART00000168011.2	5.5	up	0.0287233162745464	MZspg		5.0hpf
gtf2b	ENSDART00000168022.2	4.5	up	0.00728367624601922	MZspg		
brd3b	ENSDART00000168030.2	2.5	up	0.0913714276167542	MZspg		
magi3a	ENSDART00000168052.2	5	down	0.0212204506307875	MZspg	6.0hpf	
nop14	ENSDART00000168054.2	4.5	up	0.0141236497278217	MZspg		5.5hpf 6.0hpf
naa15b	ENSDART00000168067.2	4	down	0.000588363861350971	MZspg		
trim105	ENSDART00000168075.2	4	down	0.000265543184384098	MZspg		
tmem39a	ENSDART00000168091.1	4	up	0.111990768987163	MZspg		4.0hpf
ogt.1	ENSDART00000168092.2	2.5	up	0.100404242251075	MZspg		
mcmbp	ENSDART00000168099.2	4	down	0.00330419241547963	MZspg		
snw1	ENSDART00000168103.3	5	up	0.00526328004096854	MZspg		
prkacaa	ENSDART00000168108.2	5	down	0.0261848656981089	MZspg		
si:ch1073-345a8.1	ENSDART00000168117.2	2.5	down	0.140160663713776	MZspg		
lzts3a	ENSDART00000168121.2	2.5	up	0.101109383786328	MZspg	6.0hpf	2.5hpf 4.0hpf
si:ch73-378g22.1	ENSDART00000168131.2	5	down	0.00350689351609734	MZspg	6.0hpf	
rnf213a	ENSDART00000168133.2	5	down	0.0506318897314749	MZspg		
ehmt2	ENSDART00000168138.2	5.5	up	0.0844891935066761	MZspg		
ube2d2l	ENSDART00000168142.2	5.5	down	0.0698959938738755	MZspg	5.0hpf 5.5hpf 6.0hpf	
zgc:113295	ENSDART00000168153.2	5	up	0.00497910639568133	MZspg	2.5hpf 3.0hpf	
pip5k1cb	ENSDART00000168160.2	4	up	0.0211097393618489	MZspg	5.0hpf 5.5hpf 6.0hpf	
FQ323156.1	ENSDART00000168162.2	4	up	0.127530174255366	MZspg		
hnrnpabb	ENSDART00000168163.2	2.5	up	0.0867500499990698	MZspg		
senp6a	ENSDART00000168166.2	5.5	up	0.00693417413897746	MZspg		
rtcb	ENSDART00000168167.2	3.5	up	0.0373736385601964	MZspg		
ttc39c	ENSDART00000168170.2	4.5	down	0.000848899601553321	MZspg	4.5hpf 6.0hpf	
nr6a1a	ENSDART00000168185.2	5.5	up	0.00326007345634971	MZspg		6.0hpf
kif3b	ENSDART00000168199.3	5.5	down	0.0395856545912425	MZspg	5.0hpf 5.5hpf 6.0hpf	
CABZ01111953.1	ENSDART00000168218.2	4.5	up	0.00563848861337923	MZspg		6.0hpf
si:dkey-253d23.9	ENSDART00000168223.2	4.5	up	0.0136067476020246	MZspg		
tmem184a	ENSDART00000168228.2	3.5	down	0.00278449155945748	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.5hpf 6.0hpf	
si:dkey-31c13.1	ENSDART00000168233.2	4.5	up	0.016505080355981	MZspg		
crebbpb	ENSDART00000168234.3	2.5	down	0.11885353396175	MZspg		
spryd3	ENSDART00000168246.3	4	down	0.00019504901312617	MZspg	6.0hpf	
lztfl1	ENSDART00000168248.2	5.5	down	0.0875469372523188	MZspg		2.5hpf 3.5hpf 4.0hpf 4.5hpf
fgf17	ENSDART00000168252.2	4.5	up	0.00157636617487922	MZspg	6.0hpf	
ddr2a	ENSDART00000168256.2	5	down	0.00307261064612308	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
pum1	ENSDART00000168263.2	5	up	0.000535288851639781	MZspg		
BX571715.1	ENSDART00000168267.2	4.5	down	0.00218090558113726	MZspg	5.5hpf	
CABZ01048053.1	ENSDART00000168270.2	5.5	down	0.0781651373557145	MZspg		
cct2	ENSDART00000168273.2	4.5	up	0.00248788190776128	MZspg		
det1	ENSDART00000168275.2	3.5	down	0.00399615748871485	MZspg		5.5hpf
si:ch211-276i12.4	ENSDART00000168278.2	4	up	3.51905933149155e-05	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
them6	ENSDART00000168286.2	2.5	up	0.0795255024396606	MZspg		
EARS2	ENSDART00000168314.2	4	up	0.013251416241839	MZspg		
apba1a	ENSDART00000168317.3	5	down	0.0216701306479008	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
CABZ01065076.1	ENSDART00000168321.2	4.5	up	0.00338377329534545	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
tiam2b	ENSDART00000168322.2	5	up	0.000129924691500971	MZspg		
col14a1b	ENSDART00000168334.2	4	up	0.0661431552443681	MZspg	2.5hpf 2.5hpf 3.0hpf 3.0hpf 3.5hpf 4.5hpf 4.5hpf 5.0hpf 5.0hpf 5.5hpf 5.5hpf 6.0hpf 6.0hpf	
si:zfos-128g4.1	ENSDART00000168336.2	4.5	up	0.00790377042186752	MZspg		
CABZ01080371.1	ENSDART00000168340.2	5.5	down	0.12084111101574	MZspg		
znf1133	ENSDART00000168345.2	2.5	up	0.0773754220623513	MZspg		4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
zgc:162858	ENSDART00000168352.2	4	up	0.0312709841426458	MZspg		
mibp	ENSDART00000168371.2	2.5	up	0.0726993355625708	MZspg	3.5hpf	
thrap3b	ENSDART00000168377.3	4.5	up	0.0200428447306699	MZspg		
cyp2k8	ENSDART00000168382.2	5.5	up	0.0365801420745537	MZspg		4.5hpf
fgd4a	ENSDART00000168386.2	4.5	down	0.000107219804965752	MZspg		6.0hpf
arhgap44	ENSDART00000168389.2	4	up	0.0451924385536757	MZspg		4.0hpf
hccsb	ENSDART00000168398.2	5	down	0.133863865924278	MZspg	6.0hpf	
znf1117	ENSDART00000168400.2	4.5	up	0.00128381962792434	MZspg	2.5hpf 3.0hpf 3.5hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
hsd17b4	ENSDART00000168412.2	4.5	down	0.0124660990815363	MZspg		
fbxl3b	ENSDART00000168416.2	5	up	0.00349397599655388	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf	
si:dkey-199m13.7	ENSDART00000168421.2	4.5	up	0.00778088716124092	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
frrs1b	ENSDART00000168422.2	4	up	0.109915939190169	MZspg		
ildr1a	ENSDART00000168428.1	5	up	0.0284601316509416	MZspg		
b4galt1l	ENSDART00000168437.2	4	up	0.0132242207458054	MZspg		
snrnp48	ENSDART00000168443.2	4	up	0.0142663220997082	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
rnf103	ENSDART00000168462.2	3.5	down	0.000374765232619256	MZspg	4.5hpf	
vwa5b2	ENSDART00000168469.2	3.5	up	0.00717142448819841	MZspg	3.0hpf	5.0hpf 5.5hpf 6.0hpf
znf1118	ENSDART00000168471.2	4.5	up	0.0226266733171482	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf
fgf3	ENSDART00000168474.2	5	up	0.00016029479753088	MZspg		3.5hpf 4.0hpf 4.5hpf
zgc:112970	ENSDART00000168490.2	4.5	up	0.0325373932038987	MZspg	4.0hpf	
fem1c	ENSDART00000168496.1	5	down	0.0372789554541866	MZspg	5.0hpf 5.5hpf 6.0hpf	
eef2b	ENSDART00000168497.2	5	up	0.00754887527576786	MZspg		
abhd18	ENSDART00000168510.3	5	down	0.0403124566903037	MZspg		
trim32	ENSDART00000168520.2	4.5	down	0.000318324614898224	MZspg		
LO018176.1	ENSDART00000168530.2	NA	none	0.166710128552772	MZspg		
irf2bp2b	ENSDART00000168531.2	5.5	up	0.0737360769901156	MZspg	3.5hpf	
CABZ01048453.1	ENSDART00000168535.2	5.5	up	0.0223970120149716	MZspg	2.5hpf 6.0hpf	
znf1053	ENSDART00000168536.2	2.5	up	0.0725507792195432	MZspg		3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
agla	ENSDART00000168537.2	4	down	0.00180549134895414	MZspg		
ptbp2a	ENSDART00000168540.2	5	up	0.0190970126165612	MZspg		
si:cabz01071912.2	ENSDART00000168547.3	5	up	0.00161806663686337	MZspg		
CU929259.1	ENSDART00000168548.2	3.5	up	0.10489251951951	MZspg		
ca9	ENSDART00000168549.2	2.5	up	0.0823068841572935	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
sat1a.2	ENSDART00000168560.3	4.5	up	0.0515128686605351	MZspg		2.5hpf 3.0hpf
CU861477.1	ENSDART00000168568.2	3	up	0.0949192010750822	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
CABZ01066725.1	ENSDART00000168579.2	5	down	0.0426929978442955	MZspg		
otud6b	ENSDART00000168583.2	4.5	up	0.0447991403568652	MZspg		
ctsc	ENSDART00000168589.2	5.5	up	0.00545890040413	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf
si:ch1073-268j14.1	ENSDART00000168596.2	4.5	down	0.000724117841525374	MZspg	6.0hpf	
znf1063	ENSDART00000168605.2	4	up	0.0696839107093533	MZspg		3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
CABZ01081909.1	ENSDART00000168606.2	5	down	0.0629958358986523	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
zfyve9a	ENSDART00000168627.2	5.5	down	0.0201991362919142	MZspg	6.0hpf	
cry1ab	ENSDART00000168639.2	4	down	9.8650088499741e-05	MZspg	5.0hpf 6.0hpf	
CT030188.1	ENSDART00000168641.2	5.5	down	0.0998501082253891	MZspg		
slc10a7	ENSDART00000168646.3	5	down	0.0022422256466037	MZspg	6.0hpf	
srfb	ENSDART00000168648.2	5.5	down	0.0719877154415036	MZspg		
zgc:158320	ENSDART00000168654.2	5	down	0.0315197276577854	MZspg	6.0hpf	
irx3a	ENSDART00000168658.3	4.5	up	0.0478751518945846	MZspg		
sh3bgrl3	ENSDART00000168665.2	3.5	up	0.00579167745620224	MZspg		
srsf4	ENSDART00000168672.2	4	up	0.0629011066443079	MZspg		4.0hpf 4.0hpf
lrrc8c	ENSDART00000168683.2	2.5	up	0.0939165332537778	MZspg		4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
kif16ba	ENSDART00000168685.2	3.5	down	0.0507133337918347	MZspg	3.5hpf 4.0hpf	
ndufc2	ENSDART00000168688.2	4.5	up	0.015443196028632	MZspg		
znf1183	ENSDART00000168692.2	4.5	up	0.01351048320249	MZspg		
si:ch73-299h12.6	ENSDART00000168712.2	5	up	0.00374227617845024	MZspg		
paf1	ENSDART00000168722.2	4.5	up	0.000859481732001566	MZspg		
tapbp.2	ENSDART00000168755.2	4.5	up	0.0758448014519412	MZspg	2.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
adipor2	ENSDART00000168768.2	5.5	up	0.0965728522836905	MZspg	3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	4.5hpf 5.0hpf 5.5hpf 6.0hpf
trappc10	ENSDART00000168770.3	5.5	down	0.0759777731047546	MZspg		
stt3a	ENSDART00000168778.3	4	up	0.0301629468480291	MZspg		
nsmce1	ENSDART00000168784.2	5.5	down	0.0211625896889754	MZspg		
h1m	ENSDART00000168786.3	4.5	down	0.00759651586871857	MZspg		
ggps1	ENSDART00000168799.3	5.5	down	0.0485117314870771	MZspg	6.0hpf	
si:dkeyp-117b8.4	ENSDART00000168808.2	4.5	down	0.0151599627245715	MZspg		
bmpr1ba	ENSDART00000168820.2	4	down	0.00130010385985058	MZspg	5.5hpf 6.0hpf	
bmper	ENSDART00000168830.2	5.5	up	0.0357369249561905	MZspg		3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
eri2	ENSDART00000168832.2	2.5	up	0.0823138762965568	MZspg		
eif2a	ENSDART00000168842.2	5	up	0.00912415216969198	MZspg	2.5hpf	
si:dkeyp-35e5.9	ENSDART00000168844.2	4.5	up	0.0198718967731915	MZspg	5.5hpf 6.0hpf	
CU896630.1	ENSDART00000168846.2	4.5	up	0.0046176187187108	MZspg		4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
rab11fip2	ENSDART00000168851.2	4	down	0.00107242350200509	MZspg	4.5hpf 5.5hpf	
zgc:112146	ENSDART00000168864.2	4.5	up	0.0547607829889836	MZspg		
gpr107	ENSDART00000168870.3	5	down	0.0212756757463423	MZspg		
zgc:173714	ENSDART00000168872.2	4.5	up	0.0173795632854105	MZspg	4.5hpf 5.0hpf 5.5hpf 6.0hpf	
CABZ01081752.2	ENSDART00000168879.2	3	down	0.105191616182268	MZspg		
fastkd3	ENSDART00000168888.2	4	down	0.00317361457134102	MZspg		
cntn1a	ENSDART00000168913.2	2.5	down	0.102081489877593	MZspg	5.5hpf 6.0hpf	
nbeab	ENSDART00000168920.2	5	down	0.0183583515868537	MZspg		
mdh1ab	ENSDART00000168926.2	4.5	down	0.0264305641281716	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
notch1a	ENSDART00000168930.2	2.5	down	0.110535374537612	MZspg		
mfsd8	ENSDART00000168935.2	NA	none	0.167332966604841	MZspg		
mif4gdb	ENSDART00000168938.2	4.5	down	0.00946968690903416	MZspg	3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
zgc:113279	ENSDART00000168940.2	3.5	down	0.000609261078002743	MZspg	3.5hpf 4.0hpf 4.5hpf 5.0hpf 6.0hpf	
si:ch211-241b2.4	ENSDART00000168946.2	4.5	down	0.040066909687861	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 6.0hpf	
AL954741.1	ENSDART00000168948.2	4.5	up	0.00985999883673905	MZspg		
fgf2	ENSDART00000168951.2	5	up	0.00709612453931607	MZspg		
si:ch73-347e22.8	ENSDART00000168968.2	2.5	up	0.0773191425067644	MZspg		4.5hpf 5.0hpf 5.5hpf 6.0hpf
CABZ01079427.1	ENSDART00000168983.2	5.5	down	0.062734826944747	MZspg		
ankrd50l	ENSDART00000168992.2	NA	none	0.173327665885997	MZspg	4.5hpf 6.0hpf	
spata22	ENSDART00000168993.3	4.5	down	0.00986700797787543	MZspg	5.0hpf 6.0hpf	
rab6a	ENSDART00000169015.2	2.5	up	0.0729349249548258	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
CABZ01102170.1	ENSDART00000169018.2	3.5	down	0.00227663288024371	MZspg		
hmgn2	ENSDART00000169022.2	2.5	up	0.0740003973787149	MZspg		
pcxa	ENSDART00000169025.3	4.5	down	0.00234862956256443	MZspg	4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
jak2a	ENSDART00000169026.2	5.5	down	0.0673151747752548	MZspg		
afg3l2	ENSDART00000169028.2	4	down	0.000126460076574464	MZspg		
srsf11	ENSDART00000169036.2	4.5	up	0.0170297011529655	MZspg		3.5hpf 4.0hpf 4.0hpf 4.5hpf 5.0hpf
inpp5ka	ENSDART00000169037.2	5	down	0.0049718778111878	MZspg	5.5hpf 6.0hpf	
MGARP	ENSDART00000169040.2	5.5	down	0.0897289294011503	MZspg	3.0hpf 5.0hpf 6.0hpf	
samd1a	ENSDART00000169047.2	4	down	0.0488040636711997	MZspg		
si:ch211-212k18.5	ENSDART00000169060.2	5.5	up	0.00547188685669342	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf
zgc:109744	ENSDART00000169065.2	4.5	up	0.00486305357572536	MZspg		
pde6c	ENSDART00000169073.2	4	up	0.0657875253398642	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
SRBD1	ENSDART00000169076.2	5.5	down	0.0233978748324155	MZspg		
csrp3	ENSDART00000169093.4	2.5	up	0.0774196663179321	MZspg		
glg1b	ENSDART00000169100.2	2.5	down	0.127261816608855	MZspg		
ATE1	ENSDART00000169106.2	4.5	down	0.0393432870893143	MZspg		
znf1155	ENSDART00000169133.2	5.5	up	0.0209400240779957	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
tbl1xr1a	ENSDART00000169141.2	5	up	0.0727992763029189	MZspg		
LO018021.1	ENSDART00000169165.2	4.5	up	0.00187756911304648	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf
SNTA1	ENSDART00000169175.2	2.5	up	0.14438402296113	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
trpc4apb	ENSDART00000169180.2	5.5	up	0.0263450855559954	MZspg		
si:dkey-269o24.6	ENSDART00000169189.2	4.5	up	0.00379301727988746	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
adgrd2	ENSDART00000169198.2	4.5	down	0.0250671968356184	MZspg	4.5hpf 5.0hpf 5.5hpf 6.0hpf	
mib2	ENSDART00000169206.2	5.5	up	0.100468783353913	MZspg		
ptrh1	ENSDART00000169209.2	4	down	0.00120638306461029	MZspg	3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf	
cdh1	ENSDART00000169211.2	5	up	0.0598558931846591	MZspg	6.0hpf 6.0hpf	
fhdc2	ENSDART00000169235.2	4	down	0.00940940192341588	MZspg	4.0hpf 4.5hpf	
pltp	ENSDART00000169240.2	2.5	up	0.0756344807242091	MZspg		
EPHB3	ENSDART00000169242.2	5.5	up	0.00330815158513575	MZspg		6.0hpf
si:dkeyp-44b5.5	ENSDART00000169266.2	4.5	up	0.0663851693454784	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
btr23	ENSDART00000169271.2	4	up	0.000125945657995175	MZspg	6.0hpf	
ppp1r21	ENSDART00000169273.2	4	up	0.122765122750871	MZspg		
sdad1	ENSDART00000169275.2	4	up	0.0390046913915411	MZspg		
zgc:174275	ENSDART00000169288.2	4.5	up	0.0356127166780281	MZspg		3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
ero1b	ENSDART00000169295.3	5	down	0.0352990660225895	MZspg	2.5hpf 2.5hpf 3.0hpf 3.0hpf 3.5hpf 3.5hpf 4.0hpf 4.0hpf 4.5hpf 4.5hpf 5.0hpf 5.0hpf 5.5hpf 5.5hpf	
cmtm6	ENSDART00000169312.2	4	up	0.128798940304124	MZspg		
asap1a	ENSDART00000169316.2	5	up	0.0285453326864903	MZspg	4.5hpf 5.0hpf	
uhrf1	ENSDART00000169317.2	5.5	up	0.0739031641467615	MZspg		
nup85	ENSDART00000169325.2	5	up	0.0336743058915729	MZspg		
kcnh1a	ENSDART00000169327.2	5	up	0.0128680789291129	MZspg	2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf	
plppr1	ENSDART00000169328.2	4	up	0.0115114864212076	MZspg	6.0hpf	
ier2a	ENSDART00000169337.2	5	up	0.00109968815641526	MZspg		3.0hpf 3.5hpf
KIF1C	ENSDART00000169350.2	4.5	down	0.0112770951598684	MZspg		
si:ch1073-325m22.2	ENSDART00000169367.2	2.5	up	0.0732681627945806	MZspg		
plekhg5b	ENSDART00000169376.2	2.5	up	0.105618104728738	MZspg		
slc25a43	ENSDART00000169380.2	2.5	up	0.0920411770225947	MZspg		
faua	ENSDART00000169386.2	5	up	0.0662565614095099	MZspg		
hspa5	ENSDART00000169404.3	4.5	down	0.00832379174007924	MZspg	2.5hpf 4.5hpf 5.0hpf	
si:dkey-68o6.5	ENSDART00000169405.2	5	down	0.119503178832897	MZspg	5.5hpf 6.0hpf	
nme2b.2	ENSDART00000169420.2	5.5	up	0.0385590774305399	MZspg	3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf	
CABZ01088428.1	ENSDART00000169443.2	4.5	down	0.0227024483664694	MZspg		
si:ch73-299h12.1	ENSDART00000169448.2	3.5	up	0.00905182283583605	MZspg		
rpl14	ENSDART00000169464.2	4.5	up	0.0592059662288158	MZspg		
fbxo11a	ENSDART00000169473.2	2.5	up	0.111453238979896	MZspg		
mtmr3	ENSDART00000169474.2	4	down	0.000198506526183029	MZspg		
brf2	ENSDART00000169493.2	4	down	0.00974553470143802	MZspg		
si:ch211-241b2.1	ENSDART00000169520.2	4.5	up	0.0143330638920302	MZspg		3.5hpf 4.0hpf
mcm7	ENSDART00000169523.2	5	up	0.00826959106827363	MZspg		
snx25	ENSDART00000169527.2	4	down	0.00175125619883265	MZspg		5.5hpf 6.0hpf
CR388132.2	ENSDART00000169539.2	5	up	0.000782405405877595	MZspg	2.5hpf 3.0hpf	4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
tatdn1	ENSDART00000169574.2	5	up	0.149966871526733	MZspg	3.0hpf	
si:ch73-359m17.2	ENSDART00000169577.2	4.5	up	0.0683691186627126	MZspg		
lgr4	ENSDART00000169588.3	5.5	up	0.00340127348123764	MZspg	5.0hpf 5.5hpf 6.0hpf	
si:cabz01021426.2	ENSDART00000169597.3	5.5	up	0.000883363928209424	MZspg		4.5hpf 5.0hpf 5.5hpf
abhd4	ENSDART00000169600.2	5	down	0.000381134108229708	MZspg	6.0hpf	
TADA1	ENSDART00000169601.2	5.5	down	0.106711602751621	MZspg		
tefb	ENSDART00000169609.2	4.5	down	0.0110177815226078	MZspg		
nadsyn1	ENSDART00000169614.2	5.5	down	0.0780758658623536	MZspg		
dele1	ENSDART00000169624.2	3	down	0.0128876132069501	MZspg	3.0hpf 3.5hpf 5.5hpf 6.0hpf	
znf45l	ENSDART00000169629.2	2.5	down	0.109407516105754	MZspg		
si:dkey-21c1.8	ENSDART00000169634.2	4	up	0.0280179748682989	MZspg		
si:ch211-71n6.4	ENSDART00000169636.2	5	up	0.03009283176079	MZspg		2.5hpf 3.0hpf 3.5hpf 4.0hpf 4.5hpf 5.0hpf 5.5hpf 6.0hpf
wu:fa19b12	ENSDART00000169638.2	4	down	0.00478875310472049	MZspg		
si:dkey-206d17.12	ENSDART00000169639.2	3.5	down	0.00159283963816281	MZspg		2.5hpf 3.0hpf 3.5hpf
arhgap28	ENSDART00000169643.2	4	down	0.00601839007741267	MZspg		
ppp4r1l	ENSDART00000169678.2	3.5	down	0.0059365246767753	MZspg		
hdac4	ENSDART00000169682.2	4.5	down	0.00180751439281324	MZspg	6.0hpf	
hikeshi	ENSDART00000169685.1	2.5	up	0.0889752457448791	MZspg		
